CODFILIAL,CODGERENTE,CODSUPERVISOR,CODUSUR,CODFORNEC,VLVENDA,QT,QTCLIENTE,QTPED
2,1.0,5,2,405,145.41,12.0,1,1
2,1.0,5,2,1203,77.22,26.0,2,2
2,,26,3,346,129.02,26.0,2,2
2,1.0,5,6,1203,3370.8,3096.0,2,3
2,,5,6,346,573.84,110.0,6,8
2,,5,6,975,29.16,12.0,1,1
2,,25,7,346,528.6,108.0,7,8
2,,25,7,405,135.15,27.0,4,4
2,,25,7,1203,327.6,168.0,11,14
2,,32,8,403,1063.0,470.0,5,8
2,,32,8,405,122.47,27.0,3,4
2,,32,8,1203,219.6,108.0,12,12
2,,19,11,346,770.04,132.0,4,8
2,,19,11,403,785.75,345.0,8,9
2,,19,11,405,0.0,0.0,2,3
2,,26,11,346,73.21,15.0,2,4
2,,26,11,403,2452.5,1100.0,7,16
2,,26,11,1203,15.54,6.0,1,1
2,1.0,31,11,346,839.07,141.0,3,17
2,1.0,31,11,403,4909.15,1623.0,9,12
2,1.0,31,11,405,1587.66,304.0,17,32
2,1.0,31,11,1203,136.66,50.0,5,5
2,,31,11,346,68.66,14.0,2,4
2,,31,11,403,1396.7,652.0,4,10
2,,31,11,405,3.75,1.0,1,1
2,1.0,42,11,346,1720.76,240.0,5,28
2,1.0,42,11,403,5.9,1.0,1,1
2,1.0,42,11,405,3325.22,565.0,28,73
2,1.0,42,11,1203,295.71,105.0,2,6
2,1.0,42,11,3209,214.14,102.0,2,2
2,,42,11,405,0.0,0.0,22,36
2,1.0,50,11,346,547.8,66.0,2,9
2,1.0,50,11,405,668.27,123.0,10,17
2,1.0,50,11,1203,44.16,12.0,1,1
2,1.0,50,11,2993,1548.95,168.0,7,10
2,1.0,50,11,3209,110.61,45.0,2,2
2,1.0,50,11,3248,293.67,155.0,4,5
2,1.0,50,11,3330,176.4,72.0,1,1
2,1.0,50,11,3356,1252.44,60.0,2,2
2,,11,12,346,58.32,8.0,1,2
2,,11,12,1203,0.0,0.0,1,1
2,,11,13,346,18.15,2.0,1,1
2,,11,13,1203,12.84,6.0,1,1
2,,19,13,346,350.52,57.0,9,15
2,,19,13,403,635.55,184.0,5,5
2,,5,14,346,980.71,206.0,8,16
2,,5,14,403,112.5,50.0,1,1
2,,11,14,346,351.58,41.0,2,2
2,,26,14,346,474.32,95.0,7,8
2,,26,14,403,502.05,211.0,2,3
2,,26,14,405,20.15,2.0,1,1
2,1.0,2,15,405,662.12,105.0,14,16
2,,19,16,346,74.26,14.0,3,3
2,,19,16,405,85.2,10.0,2,3
2,,19,16,1203,25.68,12.0,2,2
2,,20,17,346,230.64,50.0,5,12
2,,20,17,405,55.8,12.0,8,9
2,,23,17,346,279.78,61.0,6,12
2,,23,17,975,66.84,51.0,2,2
2,,26,17,346,1126.21,217.0,5,7
2,,26,17,405,82.3,10.0,8,8
2,,5,19,346,1128.03,220.0,9,25
2,,5,19,405,19.52,4.0,1,2
2,,5,19,975,193.5,90.0,5,7
2,,5,19,1203,219.24,132.0,9,9
2,,19,19,346,59.78,12.0,2,2
2,,19,19,403,1035.5,450.0,3,3
2,,19,19,405,195.13,27.0,3,3
2,,22,19,346,1843.88,336.0,17,56
2,,22,19,405,7.69,1.0,1,1
2,,22,19,975,440.7,210.0,7,13
2,,22,19,1203,595.2,372.0,17,27
2,,25,19,346,2394.84,434.0,23,72
2,,25,19,975,1384.98,1101.0,15,52
2,,25,19,1203,702.06,432.0,17,23
2,1.0,26,19,346,59.76,7.0,3,3
2,1.0,26,19,403,12680.0,3475.0,32,39
2,1.0,26,19,405,1777.85,160.0,10,13
2,1.0,26,19,975,29.1,6.0,1,1
2,1.0,26,19,2971,135.02,5.0,1,1
2,1.0,26,19,2993,115.55,13.0,2,2
2,1.0,26,19,3330,165.72,82.0,3,3
2,,28,19,346,266.59,51.0,7,12
2,,28,19,975,256.5,114.0,3,4
2,,28,19,1203,97.74,54.0,5,5
2,,30,19,346,133.38,26.0,4,6
2,,30,19,975,13.5,6.0,1,1
2,,30,19,1203,108.6,60.0,2,2
2,1.0,46,19,346,498.86,155.0,9,11
2,1.0,46,19,403,1798.02,473.0,7,9
2,1.0,46,19,405,147.81,12.0,2,2
2,1.0,46,19,2971,166.85,5.0,1,1
2,1.0,5,20,403,193.5,50.0,2,2
2,1.0,5,20,405,69.04,9.0,8,9
2,1.0,5,20,975,136.8,36.0,2,3
2,1.0,5,20,1203,1707.34,590.0,12,31
2,,5,20,346,272.8,50.0,12,22
2,,5,20,405,23.25,5.0,5,5
2,,5,20,975,619.32,288.0,6,11
2,,5,20,1203,111.78,66.0,6,6
2,,11,20,346,701.88,128.0,4,8
2,,11,20,403,2932.96,1144.0,10,25
2,,11,20,1203,46.62,18.0,2,2
2,,19,20,346,1878.56,338.0,19,52
2,,22,20,346,408.02,75.0,12,25
2,,22,20,405,79.41,17.0,2,3
2,,22,20,975,777.42,372.0,8,15
2,,22,20,1203,598.56,372.0,15,27
2,,25,20,346,3144.52,605.0,30,141
2,,25,20,405,198.42,30.0,2,3
2,,25,20,975,2242.98,1080.0,12,46
2,,25,20,1203,1020.39,621.0,17,38
2,1.0,26,20,346,73.22,11.0,3,6
2,1.0,26,20,403,2336.85,703.0,9,17
2,1.0,26,20,405,165.32,15.0,2,4
2,1.0,26,20,1203,7218.65,2561.0,43,116
2,,26,20,346,14.54,2.0,2,2
2,,26,20,403,4259.0,1900.0,14,26
2,,28,20,346,687.95,137.0,8,23
2,,28,20,975,545.46,246.0,4,13
2,,29,20,346,1748.52,350.0,17,60
2,,29,20,975,139.8,60.0,2,2
2,,30,20,346,1867.39,364.0,18,81
2,,30,20,975,1143.9,504.0,8,19
2,1.0,32,20,346,189.21,36.0,6,8
2,1.0,32,20,403,4403.67,1514.0,16,36
2,1.0,32,20,405,387.59,43.0,6,10
2,1.0,32,20,975,875.7,252.0,2,7
2,1.0,32,20,1203,12058.62,4522.0,63,193
2,,32,20,346,365.95,69.0,8,12
2,,32,20,403,4055.92,1706.0,19,29
2,,32,20,405,140.65,31.0,3,3
2,,32,20,975,34.2,12.0,1,1
2,,32,20,1203,3411.03,1317.0,18,51
2,,38,20,346,409.53,69.0,7,12
2,,38,20,403,2344.4,1003.0,14,20
2,,38,20,405,42.41,2.0,1,1
2,,38,20,975,528.0,192.0,2,9
2,,38,20,1203,2737.63,1057.0,30,51
2,,40,20,346,162.87,33.0,5,6
2,,40,20,403,1003.5,410.0,6,6
2,,40,20,1203,344.47,133.0,7,7
2,,11,21,403,3097.04,1262.0,8,8
2,,11,21,405,16.96,4.0,1,1
2,,19,21,346,21.8,4.0,1,1
2,3.0,38,21,975,29.1,6.0,1,1
2,,31,22,346,32.01,7.0,1,1
2,,2,23,403,393.75,175.0,1,3
2,1.0,5,24,346,764.5,134.0,6,10
2,1.0,5,24,403,2870.36,1131.0,9,11
2,1.0,5,24,405,288.43,19.0,5,7
2,1.0,5,24,975,13843.5,3810.0,25,93
2,1.0,5,24,1203,975.06,354.0,5,7
2,,11,24,346,5561.14,950.0,35,91
2,,11,24,403,176.25,75.0,2,2
2,,11,24,975,3368.82,1416.0,11,14
2,,19,24,346,2236.86,418.0,17,50
2,,19,24,403,7887.77,3243.0,21,37
2,,19,24,405,393.78,45.0,7,15
2,,19,24,975,15347.88,6732.0,28,100
2,,19,24,1203,326.34,126.0,2,2
2,,21,24,346,8789.48,1540.0,40,198
2,,21,24,405,23.08,4.0,2,3
2,,21,24,975,5705.4,2676.0,26,122
2,,21,24,1203,147.54,90.0,9,12
2,,24,24,346,12798.06,2292.0,37,268
2,,24,24,405,120.22,22.0,1,4
2,,24,24,975,12951.54,5736.0,26,234
2,,24,24,1203,39.36,24.0,2,2
2,1.0,30,24,346,570.7,118.0,7,21
2,1.0,30,24,403,256.95,99.0,3,4
2,1.0,30,24,405,864.43,81.0,12,25
2,1.0,30,24,975,4408.92,1524.0,19,38
2,1.0,30,24,1203,621.6,240.0,1,2
2,,30,24,346,2105.65,423.0,14,72
2,,30,24,403,1070.16,380.0,9,14
2,,30,24,405,2121.19,117.0,30,75
2,,30,24,975,16567.68,5724.0,27,96
2,,30,24,1203,582.75,225.0,8,10
2,,35,24,346,2145.41,451.0,16,67
2,,35,24,403,5954.61,2741.0,24,39
2,,35,24,405,1009.07,170.0,9,15
2,,35,24,975,17764.68,6804.0,34,120
2,,35,24,1203,176.12,68.0,3,3
2,,40,24,405,42.8,2.0,2,2
2,1.0,44,24,346,1311.22,286.0,17,33
2,1.0,44,24,403,5048.71,1362.0,14,21
2,1.0,44,24,405,1497.31,124.0,15,38
2,1.0,44,24,975,39793.86,9960.0,36,269
2,1.0,44,24,1203,5022.82,1776.0,17,42
2,1.0,44,24,2971,28.06,1.0,1,1
2,1.0,44,24,2993,59.28,4.0,2,2
2,1.0,44,24,3209,788.55,411.0,14,18
2,,44,24,405,0.0,0.0,17,24
2,1.0,47,24,975,5477.94,1140.0,17,39
2,1.0,47,24,1203,110.4,30.0,3,3
2,1.0,47,24,2971,10878.18,185.0,2,4
2,3.0,47,24,975,15755.52,3006.0,20,105
2,3.0,47,24,1203,883.2,240.0,6,7
2,,25,25,346,32.7,6.0,2,2
2,,25,25,405,0.0,0.0,1,1
2,1.0,26,25,346,176.38,24.0,2,3
2,1.0,26,25,405,107.2,10.0,1,1
2,1.0,26,25,2971,597.66,13.0,3,3
2,,26,25,346,39.04,8.0,2,2
2,,26,25,403,1292.5,550.0,6,6
2,,31,25,403,973.0,430.0,9,9
2,1.0,32,26,346,71.85,15.0,1,1
2,1.0,32,26,405,71.0,2.0,3,3
2,1.0,32,26,975,64.8,18.0,1,1
2,1.0,32,26,1203,59797.57,21973.0,29,68
2,,32,26,403,10.2,4.0,1,1
2,,32,26,975,13.8,6.0,1,1
2,,32,26,1203,14195.79,5481.0,1,11
2,,5,27,346,490.73,101.0,3,4
2,,26,28,975,108.0,48.0,2,2
2,,31,28,405,9.38,2.0,1,1
2,,19,29,346,738.59,139.0,11,13
2,,19,29,403,30.07,10.0,9,9
2,,19,29,405,152.15,17.0,2,3
2,,19,29,975,270.0,120.0,11,12
2,,19,29,1203,12.84,6.0,1,1
2,,26,30,346,343.43,68.0,5,8
2,,26,30,405,43.74,18.0,1,1
2,1.0,37,30,405,0.0,0.0,11,11
2,,19,35,1203,35.1,18.0,2,2
2,,25,35,346,282.62,52.0,5,7
2,,25,35,1203,58.5,30.0,4,4
2,,5,37,346,35.91,6.0,3,3
2,,11,37,403,3968.15,1735.0,16,18
2,,11,37,1203,108.78,42.0,3,3
2,,25,65,346,354.38,72.0,7,8
2,,25,65,403,2093.46,898.0,3,4
2,,25,65,1203,46.8,24.0,4,4
2,,31,65,346,203.38,44.0,3,6
2,,19,72,403,363.56,122.0,2,3
2,1.0,5,73,346,1499.13,239.0,5,13
2,1.0,5,73,403,6770.06,1982.0,9,9
2,1.0,5,73,405,305.3,47.0,4,6
2,1.0,5,73,975,1360.44,372.0,5,16
2,1.0,5,73,1203,1563.74,550.0,8,18
2,1.0,5,73,2993,80.38,2.0,2,2
2,,5,73,346,1229.99,218.0,21,48
2,,5,73,405,0.0,0.0,4,6
2,,5,73,975,274.32,132.0,10,10
2,,5,73,1203,672.63,403.0,21,29
2,,22,73,346,2234.05,442.0,17,73
2,,22,73,405,14.13,3.0,1,1
2,,22,73,975,786.06,378.0,16,31
2,,22,73,1203,867.36,534.0,28,56
2,,25,73,346,10231.66,1963.0,44,240
2,,25,73,975,4128.3,2511.0,37,119
2,,25,73,1203,985.38,600.0,31,48
2,1.0,26,73,346,2098.08,331.0,5,12
2,1.0,26,73,403,4293.28,982.0,8,11
2,1.0,26,73,975,845.28,192.0,2,6
2,1.0,26,73,1203,1890.62,608.0,10,18
2,1.0,26,73,3209,147.6,60.0,2,2
2,1.0,26,73,3248,49.1,35.0,1,1
2,,26,73,405,0.0,0.0,2,2
2,,28,73,346,875.62,137.0,16,23
2,,28,73,403,474.42,146.0,2,2
2,,28,73,975,960.12,432.0,10,18
2,,28,73,1203,49.22,23.0,2,3
2,,29,73,346,3672.08,655.0,30,99
2,,29,73,975,206.46,90.0,3,3
2,,30,73,346,2853.53,549.0,17,60
2,,30,73,975,1150.92,522.0,7,19
2,,30,73,1203,15.54,6.0,1,1
2,1.0,32,73,346,2325.24,378.0,7,28
2,1.0,32,73,403,17122.45,5832.0,33,50
2,1.0,32,73,405,3125.34,235.0,49,134
2,1.0,32,73,975,2082.54,636.0,8,31
2,1.0,32,73,1203,11871.53,4313.0,84,265
2,,32,73,346,4600.62,793.0,28,114
2,,32,73,403,1713.19,703.0,10,15
2,,32,73,405,7.92,3.0,1,2
2,,32,73,975,174.12,72.0,2,4
2,,32,73,1203,213.6,90.0,8,10
2,1.0,46,73,346,194.52,25.0,4,4
2,1.0,46,73,403,208.0,50.0,1,1
2,1.0,46,73,975,140.4,36.0,1,1
2,1.0,46,73,1203,22.08,6.0,1,1
2,1.0,46,73,3248,72.69,13.0,2,2
2,,11,82,346,853.2,156.0,11,16
2,,11,82,405,0.0,0.0,1,1
2,,19,82,346,142.78,30.0,4,4
2,,25,82,403,348.5,150.0,2,2
2,1.0,31,82,403,375.0,150.0,3,3
2,1.0,31,82,1203,54.6,20.0,1,1
2,,31,82,346,438.24,88.0,2,4
2,1.0,7,85,346,784.91,151.0,6,6
2,1.0,7,85,403,1185.0,439.0,25,40
2,1.0,7,85,405,1376.09,109.0,33,109
2,1.0,7,85,975,1113.12,270.0,8,31
2,1.0,7,85,1203,16484.29,5286.0,59,176
2,1.0,7,85,2971,8196.79,54.0,14,50
2,1.0,7,85,2993,159.21,15.0,9,11
2,1.0,7,85,3209,95.62,48.0,10,27
2,1.0,7,85,3248,1917.21,323.0,12,21
2,1.0,7,85,3314,420.03,409.0,14,29
2,1.0,7,85,3330,126.15,80.0,5,12
2,1.0,7,85,3356,153.66,8.0,6,10
2,1.0,7,85,3446,1398.0,2.0,1,1
2,1.0,7,85,3461,695.93,311.0,25,54
2,1.0,7,85,3468,50.97,4.0,3,3
2,1.0,7,85,3486,0.0,0.0,1,1
2,1.0,7,85,3549,50.53,3.0,2,3
2,1.0,7,85,3570,120.4,28.0,7,9
2,1.0,7,85,3571,279.08,64.0,7,9
2,1.0,7,85,3592,25.29,6.0,2,2
2,1.0,7,85,3743,0.0,0.0,1,1
2,2.0,7,85,19,20.3,2.0,2,2
2,2.0,7,85,346,0.0,0.0,1,1
2,2.0,7,85,975,151.2,24.0,1,1
2,2.0,7,85,1203,155.37,25.0,4,4
2,2.0,7,85,2971,0.0,0.0,1,1
2,2.0,7,85,3209,89.28,72.0,1,1
2,2.0,7,85,3330,20.94,6.0,2,2
2,2.0,7,85,3356,0.0,0.0,1,1
2,2.0,7,85,3461,14.8,10.0,3,4
2,2.0,7,85,3549,0.0,0.0,1,2
2,2.0,7,85,3570,18.75,3.0,1,1
2,,7,85,346,284.35,47.0,23,28
2,,7,85,403,501.12,168.0,11,24
2,,7,85,405,2769.35,392.0,30,63
2,,7,85,975,1142.25,1177.0,24,47
2,,7,85,1203,351.15,154.0,23,28
2,,11,88,346,345.14,46.0,4,4
2,,11,88,1203,58.5,30.0,2,2
2,,20,94,346,912.19,197.0,14,49
2,,20,94,405,425.17,84.0,6,11
2,,20,94,975,2790.6,1260.0,17,61
2,,23,94,346,779.31,173.0,19,31
2,,23,94,405,12.03,2.0,1,1
2,,23,94,975,842.46,576.0,22,27
2,,26,94,346,1838.5,388.0,24,78
2,,26,94,975,3551.16,2523.0,49,140
2,,11,102,346,80.01,13.0,1,1
2,,11,102,1203,46.8,24.0,1,1
2,,26,102,403,562.5,250.0,3,3
2,,25,105,346,60.31,12.0,2,2
2,,25,105,405,25.8,3.0,1,1
2,,11,108,346,241.74,43.0,5,6
2,,11,108,403,1806.89,773.0,8,9
2,,11,108,1203,62.16,24.0,3,3
2,,19,108,346,28.87,6.0,1,2
2,,19,108,403,61.75,25.0,1,1
2,,19,108,405,186.24,4.0,4,4
2,,19,108,1203,99.72,48.0,4,5
2,,49,108,346,27.35,2.0,1,1
2,,49,108,403,293.25,75.0,2,2
2,,49,108,975,505.2,120.0,1,1
2,,19,111,346,27.3,6.0,1,1
2,,19,111,403,651.25,275.0,4,4
2,,26,111,346,85.35,18.0,2,2
2,,26,111,405,35.54,4.0,1,1
2,,19,120,1203,31.08,12.0,2,2
2,,32,120,346,73.09,13.0,2,3
2,,32,120,403,286.08,96.0,1,2
2,,33,124,346,52.14,6.0,1,2
2,,26,142,403,56.25,25.0,1,1
2,,30,142,403,323.0,124.0,2,2
2,,30,142,405,264.49,25.0,2,2
2,,30,142,1203,67.34,26.0,4,4
2,1.0,44,142,403,459.0,150.0,4,4
2,1.0,44,142,405,77.21,13.0,2,3
2,1.0,44,142,1203,147.42,54.0,4,4
2,,26,146,346,11.4,4.0,2,2
2,,26,146,403,299.04,96.0,2,2
2,,11,149,346,349.99,69.0,4,8
2,,11,149,403,866.75,425.0,3,5
2,,11,149,975,270.0,120.0,1,1
2,,30,149,346,2050.93,391.0,6,8
2,,30,149,405,152.7,22.0,3,3
2,,30,149,1203,22.56,12.0,1,1
2,,5,150,346,109.56,22.0,3,5
2,,5,150,405,41.55,4.0,2,2
2,1.0,30,165,405,951.74,38.0,9,14
2,1.0,30,165,1203,4664.59,1801.0,46,60
2,,30,165,405,0.0,0.0,1,1
2,,35,165,403,40.7,12.0,3,3
2,,35,165,405,54.6,6.0,1,1
2,,35,165,1203,233.1,90.0,5,6
2,,5,197,346,371.96,66.0,11,14
2,,5,197,405,137.02,3.0,3,3
2,,20,197,346,725.75,130.0,12,22
2,,20,197,405,0.0,0.0,4,4
2,,20,197,975,465.9,216.0,7,12
2,,20,197,1203,89.1,54.0,3,3
2,,22,197,346,1485.15,255.0,21,43
2,,22,197,405,307.15,55.0,3,4
2,,22,197,975,665.46,318.0,7,16
2,,22,197,1203,291.48,180.0,7,9
2,,24,197,346,362.83,69.0,7,9
2,,25,197,346,3240.52,576.0,27,83
2,,25,197,403,225.0,100.0,1,1
2,,25,197,975,1805.94,996.0,13,39
2,,25,197,1203,297.6,186.0,6,6
2,,26,197,346,281.9,49.0,7,8
2,,26,197,403,1445.25,625.0,5,5
2,,26,197,405,119.8,18.0,2,2
2,,26,197,975,54.0,24.0,1,2
2,,28,197,346,73.26,16.0,3,3
2,,29,197,346,2719.01,461.0,26,73
2,,29,197,975,621.0,276.0,6,13
2,,30,197,346,828.25,139.0,15,30
2,,30,197,405,0.0,0.0,1,1
2,1.0,37,197,346,91.12,14.0,3,3
2,1.0,8,223,346,802.11,159.0,11,32
2,1.0,8,223,403,386.92,119.0,8,9
2,1.0,8,223,405,881.9,93.0,73,88
2,1.0,8,223,975,677.58,144.0,4,9
2,1.0,8,223,1203,1969.96,765.0,17,28
2,1.0,8,223,2971,39338.04,111.0,4,7
2,1.0,8,223,2993,22.61,1.0,1,1
2,1.0,8,223,3209,21.37,9.0,2,2
2,1.0,8,223,3248,46.92,12.0,1,1
2,1.0,8,223,3314,26.73,27.0,1,1
2,1.0,8,223,3446,1009.81,2.0,2,2
2,1.0,8,223,3461,9.75,5.0,1,1
2,1.0,8,223,3549,12.85,3.0,1,1
2,2.0,8,223,403,71.04,16.0,1,1
2,2.0,8,223,975,353.4,60.0,1,1
2,2.0,8,223,1203,379.68,96.0,1,2
2,2.0,8,223,3446,299.0,1.0,1,1
2,2.0,8,223,3461,119.04,48.0,1,2
2,,8,223,346,104.35,19.0,7,7
2,,8,223,405,417.38,74.0,6,16
2,,8,223,975,22106.28,13866.0,3,6
2,,8,223,1203,177.84,72.0,1,2
2,,2,230,403,247.0,100.0,1,1
2,,31,230,346,1299.9,280.0,4,6
2,,30,231,346,690.42,123.0,8,12
2,,30,231,405,157.2,24.0,1,1
2,,30,231,1203,23.4,12.0,7,7
2,,32,231,346,246.54,47.0,6,9
2,,32,231,1203,15.54,6.0,1,1
2,1.0,32,234,403,62.5,25.0,1,1
2,1.0,32,234,405,15.23,1.0,1,1
2,1.0,32,234,975,172.8,48.0,4,5
2,,32,234,346,110.24,19.0,3,4
2,,32,234,403,61.75,25.0,1,1
2,,32,234,975,54.0,24.0,2,2
2,1.0,37,234,346,12.48,6.0,1,1
2,1.0,37,234,403,84.33,21.0,2,2
2,1.0,37,234,405,1392.09,183.0,8,9
2,1.0,37,234,1203,629.28,171.0,10,11
2,1.0,37,234,3209,21.0,12.0,1,1
2,1.0,37,234,3248,88.32,24.0,1,1
2,,31,240,346,74.7,15.0,1,1
2,,32,241,346,9.64,2.0,1,1
2,,25,246,405,331.15,40.0,8,8
2,,5,249,346,37628.12,7477.0,80,806
2,,5,249,403,4093.12,1679.0,23,40
2,,5,249,405,2096.95,259.0,19,45
2,,5,249,975,1325.22,1161.0,63,141
2,,26,249,346,889.68,176.0,7,13
2,,26,249,403,427.24,180.0,6,8
2,,26,249,405,254.08,31.0,11,14
2,,37,249,346,1634.69,325.0,11,36
2,,37,249,403,4453.2,1854.0,23,45
2,,37,249,405,2019.21,151.0,22,43
2,,37,249,975,205.8,84.0,5,9
2,,37,249,1203,981.61,379.0,5,10
2,,5,252,346,319.03,59.0,8,8
2,,5,252,403,2671.76,988.0,14,16
2,1.0,47,252,346,475.5,156.0,4,8
2,1.0,47,252,403,514.0,124.0,3,3
2,1.0,47,252,405,23.38,2.0,1,1
2,1.0,47,252,1203,53.46,18.0,1,1
2,,33,256,346,147.92,24.0,1,4
2,,11,259,346,51.83,10.0,4,5
2,,11,259,1203,187.2,96.0,9,9
2,,32,259,346,869.36,168.0,7,7
2,,32,259,403,1697.92,562.0,14,15
2,,32,259,405,93.88,22.0,2,2
2,,32,259,975,786.0,336.0,6,6
2,,32,259,1203,62.28,24.0,3,4
2,,26,262,403,0.0,0.0,1,1
2,,26,262,405,291.26,67.0,4,6
2,,5,282,346,357.88,73.0,8,10
2,,5,282,403,461.0,200.0,2,4
2,,35,282,346,70.66,14.0,5,6
2,,35,282,405,217.99,33.0,3,3
2,,11,291,346,24.9,5.0,1,1
2,,30,291,346,225.71,29.0,4,5
2,,30,291,1203,0.0,0.0,1,1
2,,25,300,346,62.46,13.0,1,2
2,,32,300,403,1050.0,250.0,1,1
2,,32,300,975,27.0,12.0,2,2
2,,32,300,1203,15.54,6.0,1,1
2,,2,301,346,1025.81,215.0,3,4
2,,31,301,346,4.55,1.0,1,1
2,,31,301,403,112.5,50.0,1,1
2,,32,302,346,363.34,62.0,11,12
2,,32,302,403,56.25,25.0,1,2
2,,32,302,1203,37.8,18.0,2,3
2,,30,303,346,74.96,15.0,4,5
2,,26,307,346,179.21,33.0,3,5
2,,26,307,403,3301.19,1229.0,9,18
2,,26,307,405,9.25,1.0,1,1
2,,33,308,1203,11.7,6.0,1,1
2,,5,310,346,3610.64,764.0,23,78
2,,5,310,405,166.98,30.0,6,8
2,,5,310,975,1380.04,941.0,50,108
2,,19,310,346,2922.62,584.0,15,51
2,,19,310,405,0.0,0.0,1,2
2,,20,310,346,349.07,77.0,13,15
2,,20,310,405,0.0,0.0,2,2
2,,20,310,975,130.98,60.0,6,9
2,,25,310,346,4300.37,843.0,21,73
2,,25,310,403,2232.87,981.0,12,18
2,,26,310,346,6106.34,1292.0,21,83
2,,26,310,405,1768.76,301.0,10,23
2,,26,310,975,864.0,384.0,7,30
2,1.0,31,310,346,1652.85,309.0,3,8
2,1.0,31,310,403,3916.25,1500.0,13,21
2,1.0,31,310,405,516.23,79.0,18,52
2,1.0,31,310,975,21.6,6.0,1,1
2,,31,310,346,8956.64,1730.0,11,82
2,,31,310,403,15673.66,6842.0,29,84
2,,31,310,405,311.04,12.0,4,6
2,,31,310,975,132.3,54.0,6,6
2,,31,310,1203,611.24,236.0,4,10
2,1.0,37,310,403,2144.79,571.0,7,11
2,1.0,37,310,405,115.86,21.0,4,8
2,1.0,37,310,975,172.8,48.0,4,5
2,1.0,42,310,346,722.66,114.0,2,4
2,1.0,42,310,403,1582.04,480.0,8,9
2,1.0,42,310,405,4061.31,623.0,46,119
2,1.0,42,310,975,293.4,66.0,5,7
2,1.0,42,310,1203,85.6,32.0,1,2
2,1.0,42,310,2971,4026.76,98.0,5,8
2,,42,310,405,0.0,0.0,37,59
2,,5,312,346,1695.36,394.0,10,35
2,,5,312,1203,487.5,294.0,19,25
2,,22,312,346,1733.56,401.0,13,54
2,,22,312,975,181.5,84.0,5,10
2,,22,312,1203,380.16,237.0,18,31
2,,25,312,346,3174.35,651.0,18,124
2,,25,312,405,163.92,39.0,3,3
2,,25,312,975,830.4,459.0,9,33
2,,25,312,1203,825.45,503.0,23,43
2,,28,312,346,749.88,162.0,11,30
2,,28,312,405,216.18,54.0,1,2
2,,28,312,975,607.5,270.0,4,13
2,,28,312,1203,301.98,168.0,17,21
2,,29,312,346,1392.9,272.0,16,67
2,,29,312,405,126.47,26.0,2,2
2,,29,312,975,27.0,12.0,1,1
2,,29,312,1203,32.58,18.0,3,3
2,,30,312,346,1989.73,391.0,11,66
2,,30,312,405,413.49,116.0,2,7
2,,30,312,975,677.4,300.0,3,16
2,,30,312,1203,302.64,168.0,16,23
2,,5,314,346,144.89,29.0,3,3
2,,25,314,403,168.75,75.0,2,2
2,,25,314,405,169.75,15.0,1,1
2,,30,322,346,67.44,12.0,5,5
2,1.0,32,326,346,474.57,71.0,3,5
2,1.0,32,326,403,1354.86,383.0,7,8
2,1.0,32,326,1203,109.89,37.0,4,5
2,1.0,32,326,2971,503.76,24.0,2,2
2,,32,326,346,10.9,2.0,1,1
2,,32,326,405,17.71,4.0,3,4
2,,21,327,346,738.8,150.0,10,16
2,,21,327,975,299.22,138.0,7,10
2,,23,327,346,23.43,5.0,2,2
2,,23,327,405,9.3,2.0,1,1
2,,23,327,975,1548.0,720.0,1,2
2,,26,327,346,379.19,71.0,4,11
2,,26,327,405,153.72,21.0,4,5
2,,26,327,975,795.3,435.0,13,16
2,,31,331,405,180.7,23.0,6,7
2,,5,337,346,322.86,62.0,8,14
2,,5,337,405,9.3,2.0,1,1
2,,5,337,975,244.08,108.0,2,3
2,,5,337,1203,654.36,396.0,18,30
2,,11,337,346,1508.78,298.0,9,31
2,,11,337,403,59686.28,22766.0,48,141
2,,11,337,405,191.12,27.0,4,7
2,,11,337,1203,954.06,396.0,20,44
2,,19,337,346,1811.52,340.0,22,53
2,,19,337,405,0.0,0.0,9,9
2,,19,337,1203,394.08,198.0,15,23
2,,22,337,346,674.35,141.0,12,45
2,,22,337,405,60.15,10.0,1,1
2,,22,337,975,125.64,60.0,3,4
2,,22,337,1203,503.28,312.0,22,30
2,,25,337,346,3341.42,654.0,36,132
2,,25,337,975,498.9,246.0,11,20
2,,25,337,1203,1287.3,714.0,26,60
2,1.0,26,337,346,1227.78,216.0,14,21
2,1.0,26,337,403,18321.87,5860.0,32,61
2,1.0,26,337,405,17330.21,872.0,66,238
2,1.0,26,337,975,1923.42,600.0,3,8
2,1.0,26,337,1203,34253.1,12381.0,129,874
2,1.0,26,337,2971,944.83,29.0,2,3
2,,26,337,346,741.28,158.0,4,11
2,,26,337,403,10670.8,4846.0,5,9
2,,26,337,405,2562.54,131.0,32,59
2,,26,337,975,684.0,240.0,1,2
2,,26,337,1203,6886.72,2660.0,92,307
2,,28,337,346,309.54,63.0,8,17
2,,28,337,405,342.55,61.0,2,2
2,,28,337,975,76.68,36.0,1,1
2,,28,337,1203,282.66,162.0,17,22
2,,29,337,346,1653.46,319.0,21,56
2,,29,337,1203,520.26,282.0,20,27
2,1.0,30,337,403,7651.99,1901.0,12,12
2,,30,337,346,1152.66,225.0,21,50
2,,30,337,405,249.69,31.0,2,3
2,,30,337,975,12.18,6.0,1,1
2,,30,337,1203,568.86,318.0,28,35
2,1.0,37,337,346,24.96,12.0,1,1
