CODFILIAL,CODGERENTE,CODSUPERVISOR,CODUSUR,CODFORNEC,VLVENDA,QT,QTCLIENTE,QTPED
2,,30,487,1203,53.34,30.0,3,5
2,,25,488,346,193.1,40.0,1,3
2,,19,489,405,3538.78,339.0,9,16
2,,19,489,1203,25.68,12.0,2,2
2,1.0,26,489,346,289.64,58.0,4,11
2,1.0,26,489,403,17629.54,7111.0,38,69
2,1.0,26,489,405,7284.49,525.0,37,134
2,1.0,26,489,975,43.2,12.0,1,2
2,1.0,26,489,1203,5011.73,1873.0,68,224
2,,26,489,346,668.59,133.0,8,19
2,,26,489,403,10007.4,4792.0,22,40
2,,26,489,405,3812.62,249.0,31,68
2,,26,489,1203,2446.19,983.0,34,91
2,,30,489,405,642.8,40.0,4,4
2,1.0,46,489,346,3860.44,576.0,19,82
2,1.0,46,489,403,5223.97,1293.0,68,147
2,1.0,46,489,405,8569.21,1045.0,22,81
2,1.0,46,489,975,48.96,12.0,1,2
2,1.0,46,489,1203,2749.93,888.0,27,76
2,1.0,46,489,3209,1205.76,419.0,10,17
2,1.0,46,489,3248,32.68,20.0,1,2
2,3.0,46,489,346,627.34,74.0,6,11
2,3.0,46,489,403,54.0,12.0,1,1
2,3.0,46,489,1203,268.64,73.0,4,4
2,3.0,46,489,3209,18.83,7.0,1,2
2,,46,489,405,0.0,0.0,3,3
2,1.0,2,490,346,1517.88,252.0,4,8
2,1.0,2,490,403,299.0,100.0,1,1
2,1.0,2,490,405,2764.46,117.0,27,54
2,1.0,2,490,2971,50.9,2.0,1,1
2,2.0,2,490,346,917.18,138.0,4,7
2,2.0,2,490,405,238.97,32.0,3,4
2,2.0,2,490,975,262.26,60.0,5,6
2,2.0,2,490,2971,27.99,1.0,1,1
2,2.0,2,490,3209,266.98,142.0,4,4
2,2.0,2,490,3248,116.31,26.0,3,3
2,,2,490,346,25491.28,5373.0,20,106
2,,2,490,403,97.5,50.0,2,2
2,,2,490,405,241.75,53.0,5,5
2,,2,490,975,44.1,18.0,2,3
2,,25,490,346,2948.39,625.0,15,46
2,,25,490,975,488.64,216.0,11,17
2,,31,490,346,18026.62,3896.0,29,149
2,,31,490,403,619.97,251.0,1,2
2,,39,490,346,1038.24,212.0,5,5
2,,39,490,405,478.14,16.0,7,10
2,1.0,42,490,405,569.63,24.0,5,7
2,,5,491,346,7540.89,1321.0,41,174
2,,5,491,403,590.0,260.0,5,6
2,,5,491,405,620.47,77.0,7,19
2,,5,491,975,1607.22,678.0,6,29
2,,25,491,403,1462.5,650.0,7,19
2,,26,491,346,637.22,110.0,9,21
2,,26,491,403,1513.5,650.0,11,14
2,,26,491,405,22.37,3.0,5,7
2,,26,491,975,1255.5,558.0,4,10
2,,31,491,403,337.5,150.0,3,3
2,,31,491,405,43.43,5.0,1,1
2,1.0,37,491,346,1312.59,214.0,12,48
2,1.0,37,491,403,5193.9,1777.0,24,44
2,1.0,37,491,405,5826.79,648.0,32,78
2,1.0,37,491,975,11416.74,3360.0,6,57
2,1.0,37,491,2971,2491.35,101.0,4,9
2,,37,491,346,2726.45,435.0,19,77
2,,37,491,403,7539.67,3217.0,26,60
2,,37,491,405,2460.78,190.0,23,29
2,,37,491,975,4174.5,1530.0,5,25
2,,37,491,1203,248.64,96.0,2,5
2,,40,491,403,117.5,50.0,1,1
2,1.0,50,491,1203,2664.0,888.0,1,1
2,,19,492,346,909.53,165.0,7,27
2,,19,492,405,396.64,18.0,12,17
2,,19,492,1203,366.12,186.0,13,22
2,,25,492,346,932.64,173.0,13,34
2,,25,492,405,224.73,22.0,2,4
2,,25,492,1203,421.2,216.0,11,17
2,,29,492,346,1088.47,199.0,13,31
2,,29,492,405,118.54,20.0,3,6
2,,29,492,1203,462.84,252.0,14,20
2,,30,492,346,972.08,185.0,14,30
2,,30,492,975,135.0,60.0,1,1
2,,30,492,1203,380.1,210.0,9,12
2,,24,493,346,226.44,48.0,6,7
2,,29,493,346,1017.82,218.0,13,26
2,,29,493,405,0.0,0.0,1,1
2,,29,493,975,551.7,246.0,9,18
2,,30,493,346,340.08,73.0,7,11
2,,30,493,405,42.6,5.0,1,1
2,,32,493,346,1485.83,259.0,20,47
2,,2,494,346,375.97,81.0,3,8
2,,2,494,403,112.5,50.0,2,2
2,,2,494,405,43.5,2.0,1,2
2,,31,494,346,62.19,13.0,4,4
2,,31,494,403,442.5,200.0,1,3
2,,31,494,405,889.56,252.0,6,7
2,,31,494,975,459.84,198.0,11,21
2,,26,495,346,7753.98,1604.0,12,119
2,,26,495,405,0.0,0.0,3,5
2,,26,496,346,99.29,19.0,4,5
2,,19,497,346,75.38,16.0,2,2
2,,19,497,403,292.25,125.0,3,3
2,,19,497,405,19.04,7.0,1,2
2,,19,497,1203,120.48,48.0,7,8
2,1.0,2,498,346,209.0,41.0,3,3
2,1.0,2,498,403,55.0,25.0,1,1
2,1.0,2,498,405,346.42,9.0,25,31
2,,2,498,403,217.5,100.0,2,2
2,,25,498,346,3233.09,689.0,6,37
2,,25,498,403,665.0,300.0,4,5
2,,25,498,405,1072.93,58.0,16,30
2,,25,498,975,132.3,54.0,7,7
2,,31,498,346,9679.63,2127.9,17,122
2,,31,498,975,240.72,102.0,5,10
2,1.0,39,498,346,296.98,62.0,1,3
2,1.0,39,498,403,384.75,165.0,3,3
2,1.0,39,498,405,533.46,18.0,8,11
2,,39,498,346,1043.7,206.0,2,13
2,,39,498,403,1046.4,492.0,9,12
2,,39,498,405,1498.63,86.0,22,45
2,,39,498,1203,238.08,96.0,1,1
2,1.0,42,498,405,225.08,15.0,11,11
2,,29,499,346,45.74,9.0,2,2
2,,29,499,975,14.16,6.0,1,1
2,,29,499,1203,10.38,6.0,1,1
2,,31,500,346,162.39,35.0,4,5
2,,31,500,975,70.14,30.0,2,2
2,,26,501,346,505.08,103.0,7,15
2,,26,501,405,99.68,16.0,2,2
2,,26,501,975,579.18,258.0,5,18
2,,5,503,346,5922.47,1183.0,27,126
2,,5,503,405,7.91,1.0,1,1
2,,5,503,975,988.02,438.0,6,15
2,,31,505,346,233.71,51.0,7,11
2,,31,505,975,1436.28,636.0,16,52
2,,25,507,346,18.28,4.0,1,1
2,,31,508,346,43.22,9.0,3,3
2,,24,509,346,226.3,41.0,4,4
2,,29,509,346,1021.7,183.0,5,10
2,,29,509,975,217.32,96.0,4,4
2,,30,509,346,3089.4,477.0,11,31
2,,30,509,405,51.52,8.0,1,1
2,,24,511,346,47.42,7.0,4,4
2,,29,511,346,208.04,29.0,8,10
2,,29,511,1203,10.86,6.0,1,1
2,,30,511,346,186.2,28.0,4,11
2,,30,511,405,49.38,6.0,1,1
2,,30,511,1203,54.3,30.0,5,5
2,,32,511,346,405.81,79.0,6,26
2,,32,511,405,85.2,10.0,1,1
2,,32,511,1203,56.82,30.0,5,5
2,,24,512,346,310.7,46.0,9,14
2,,29,512,346,132.0,24.0,9,9
2,,30,512,346,1433.19,230.0,19,59
2,,30,512,405,0.0,0.0,15,15
2,,26,513,346,339.44,65.0,7,11
2,,26,514,346,52.66,11.0,4,5
2,,26,514,403,517.25,225.0,4,8
2,,26,514,405,26.4,10.0,1,1
2,,25,515,346,79.42,15.0,2,6
2,,31,515,346,163.27,35.0,8,13
2,,31,515,975,148.5,66.0,3,4
2,,25,516,975,28.32,12.0,1,1
2,,31,517,346,849.47,180.0,18,52
2,,25,518,346,315.93,55.0,10,19
2,,25,518,975,40.5,18.0,1,2
2,,31,518,346,96.37,21.0,4,5
2,,26,519,346,87.93,11.0,3,4
2,,5,520,346,4.82,1.0,1,1
2,,5,520,405,216.75,35.0,2,3
2,,19,522,346,1338.71,257.0,24,68
2,,19,522,405,229.97,28.0,2,6
2,,25,522,346,859.03,150.0,14,43
2,,25,522,403,3391.69,1481.0,16,37
2,,25,522,405,304.15,42.0,3,7
2,1.0,26,522,346,347.89,49.0,3,7
2,1.0,26,522,403,2529.0,600.0,2,3
2,1.0,26,522,405,464.82,41.0,10,15
2,1.0,26,522,975,27.18,6.0,1,1
2,1.0,26,522,2971,949.8,31.0,3,3
2,1.0,26,522,2993,218.32,25.0,16,17
2,1.0,26,522,3209,358.89,191.0,7,9
2,1.0,26,522,3314,1004.82,957.0,17,22
2,1.0,26,522,3330,186.39,71.0,2,2
2,1.0,26,522,3356,86.94,6.0,1,1
2,1.0,26,522,3461,1810.19,913.0,18,25
2,,26,522,346,262.22,45.0,8,17
2,1.0,30,522,346,204.72,31.0,5,6
2,1.0,30,522,403,5.52,1.0,1,1
2,1.0,30,522,405,343.35,36.0,3,3
2,,30,522,403,225.0,100.0,1,1
2,1.0,31,522,346,1118.53,189.0,13,39
2,1.0,31,522,403,3167.2,1052.0,14,23
2,1.0,31,522,405,3785.35,372.0,41,83
2,1.0,31,522,2971,1066.33,33.0,4,4
2,2.0,31,522,405,14.91,1.0,1,1
2,,31,522,346,4386.66,866.0,27,130
2,,31,522,403,17279.04,7651.0,58,116
2,,31,522,405,3910.84,384.0,135,297
2,,31,522,975,87.6,36.0,5,5
2,,40,522,346,59.88,12.0,1,1
2,1.0,42,522,346,844.81,118.0,7,19
2,1.0,42,522,403,290.33,71.0,13,15
2,1.0,42,522,405,296.89,35.0,10,13
2,1.0,42,522,1203,33.72,12.0,6,6
2,1.0,42,522,2971,425.77,14.0,2,2
2,1.0,42,522,3209,889.68,539.0,20,27
2,1.0,42,522,3248,254.84,50.0,2,2
2,1.0,50,522,346,305.94,69.0,7,8
2,1.0,50,522,405,88.78,7.0,6,6
2,1.0,50,522,2971,1778.64,32.0,1,1
2,1.0,50,522,2993,1063.66,122.0,25,37
2,1.0,50,522,3209,1338.66,808.0,20,36
2,1.0,50,522,3248,289.26,92.0,4,4
2,1.0,50,522,3314,2699.07,2604.0,31,49
2,1.0,50,522,3330,288.87,111.0,6,6
2,1.0,50,522,3461,1539.87,786.0,21,23
2,,31,523,346,513.96,109.0,9,18
2,,11,525,346,54.78,11.0,2,2
2,,11,525,403,67.5,30.0,1,2
2,,11,525,405,17.58,3.0,1,1
2,,11,525,1203,914.76,390.0,25,48
2,,19,525,346,2312.26,413.0,14,38
2,,19,525,405,95.72,9.0,3,3
2,,19,525,1203,505.08,252.0,18,34
2,,25,525,346,1928.79,354.0,16,45
2,,25,525,405,43.74,18.0,1,1
2,,25,525,1203,690.3,354.0,33,55
2,,29,525,346,784.33,142.0,12,22
2,,29,525,405,183.22,67.0,5,8
2,,29,525,1203,597.3,330.0,29,44
2,,19,526,346,193.98,41.0,2,3
2,,5,527,346,1002.21,167.0,12,27
2,,5,527,405,69.57,8.0,4,6
2,,26,530,403,25.0,6.0,1,1
2,,26,530,405,1497.59,181.0,24,35
2,,26,530,975,13.5,6.0,1,1
2,,26,531,346,130.22,27.0,4,6
2,1.0,31,532,403,1064.15,433.0,9,9
2,1.0,31,532,405,77.43,4.0,11,12
2,2.0,31,532,405,46749.83,6272.0,12,28
2,2.0,31,532,2971,5159.23,115.0,4,28
2,4.0,31,532,2971,15066.08,379.0,4,9
2,4.0,31,532,3356,183.72,7.0,2,2
2,10.0,31,532,346,33.2,4.0,1,1
2,10.0,31,532,2971,33130.49,894.0,5,11
2,,31,532,346,28.51,5.0,3,3
2,,31,532,403,11609.5,6150.0,3,3
2,,31,532,405,147.65,16.0,7,7
2,1.0,26,533,346,279.39,91.0,8,8
2,1.0,26,533,403,11645.69,2825.0,34,48
2,1.0,26,533,405,1812.24,160.0,15,24
2,1.0,26,533,975,820.56,168.0,8,21
2,1.0,26,533,1203,42721.43,12190.0,87,261
2,1.0,26,533,2971,702.66,30.0,1,1
2,1.0,26,533,2993,162.79,19.0,3,4
2,1.0,26,533,3209,2210.43,1050.0,38,74
2,1.0,26,533,3248,2243.6,1110.0,23,39
2,1.0,26,533,3314,941.97,861.0,17,22
2,1.0,26,533,3330,3491.88,1394.0,15,20
2,1.0,26,533,3356,7417.01,476.0,14,16
2,1.0,26,533,3461,1710.36,728.0,19,21
2,,26,533,405,0.0,0.0,1,1
2,,30,533,346,36.65,7.0,3,3
2,,30,533,975,13.5,6.0,1,1
2,1.0,32,533,346,1070.66,207.0,5,15
2,1.0,32,533,403,22571.21,6476.0,45,95
2,1.0,32,533,405,2682.44,189.0,26,56
2,1.0,32,533,975,4723.26,1326.0,10,127
2,1.0,32,533,1203,3404.33,1188.0,37,66
2,1.0,32,533,2971,800.35,19.0,1,2
2,1.0,32,533,3209,99.12,54.0,2,2
2,,32,533,346,5814.39,871.0,39,110
2,,32,533,403,11696.28,4645.0,34,75
2,,32,533,405,11738.57,932.0,20,110
2,,32,533,975,3914.7,1530.0,17,107
2,,32,533,1203,30.97,13.0,7,7
2,1.0,37,533,346,15.5,10.0,1,1
2,1.0,37,533,403,123.43,31.0,2,2
2,1.0,37,533,975,54.36,12.0,2,2
2,1.0,37,533,1203,294.92,80.0,4,4
2,1.0,37,533,3209,16.56,6.0,1,1
2,1.0,52,533,346,21.65,2.0,1,1
2,1.0,52,533,403,4089.0,842.0,12,14
2,1.0,52,533,405,978.66,98.0,13,21
2,1.0,52,533,1203,7272.31,1945.0,41,82
2,1.0,52,533,2971,180.0,4.0,1,1
2,1.0,52,533,2993,287.8,32.0,2,4
2,1.0,52,533,3209,878.39,474.0,16,23
2,1.0,52,533,3248,579.84,330.0,10,16
2,1.0,52,533,3314,1023.84,1161.0,11,17
2,1.0,52,533,3330,2367.84,798.0,14,16
2,1.0,52,533,3356,2543.08,160.0,9,11
2,1.0,52,533,3461,5040.37,2397.0,37,53
2,1.0,52,533,3468,81.8,7.0,2,2
2,1.0,52,533,3486,682.98,87.0,8,8
2,1.0,52,533,3549,503.4,60.0,2,2
2,1.0,52,533,3570,114.57,34.0,3,3
2,1.0,52,533,3571,1002.59,244.0,13,13
2,3.0,64,533,3461,58.5,30.0,1,1
2,,25,534,346,4962.99,966.0,23,49
2,,25,534,405,69.0,12.0,1,1
2,,25,534,1203,702.0,360.0,24,39
2,,29,534,346,3492.99,717.0,11,20
2,,29,534,405,61.59,9.0,2,2
2,,29,534,1203,357.6,192.0,14,16
2,,31,534,346,24.02,5.0,1,1
2,,32,534,346,2416.61,467.0,13,27
2,,32,534,405,14.1,6.0,35,36
2,,32,534,1203,351.0,180.0,12,18
2,,25,535,346,130.8,30.0,1,1
2,,5,536,403,112.5,50.0,1,2
2,,5,536,405,29.53,3.0,2,2
2,,5,536,1203,15.54,6.0,1,1
2,,24,536,346,58.39,10.0,3,4
2,,24,536,1203,21.72,12.0,2,2
2,,30,536,346,3801.49,671.0,38,189
2,,30,536,405,0.0,0.0,3,3
2,,30,536,1203,105.3,54.0,6,8
2,,26,537,346,129.38,18.0,2,4
2,,26,537,405,187.44,22.0,1,1
2,,32,538,346,52.14,9.0,2,2
2,,32,539,346,290.86,46.0,4,4
2,,26,542,346,698.78,102.0,10,24
2,,26,542,403,1958.3,841.0,19,26
2,,26,542,405,1405.12,243.0,11,31
2,,19,543,346,3043.61,636.0,15,71
2,,19,543,403,8406.54,3498.0,22,40
2,,19,543,405,164.61,29.0,8,12
2,,19,543,1203,809.04,378.0,18,58
2,1.0,26,543,405,21.75,1.0,1,1
2,,26,543,346,188.24,40.0,3,6
2,,26,543,403,1494.14,591.0,12,17
2,,26,543,405,2761.11,156.0,24,58
2,,26,543,1203,1758.61,679.0,27,58
2,1.0,26,544,346,372.99,71.0,4,5
2,1.0,26,544,403,668.1,245.0,5,7
2,1.0,26,544,405,1370.45,46.0,12,16
2,1.0,26,544,975,710.4,204.0,3,4
2,1.0,26,544,1203,3130.99,1143.0,31,44
2,1.0,26,544,2993,63.02,7.0,1,1
2,,26,544,405,448.35,38.0,2,2
2,,26,544,1203,991.97,383.0,11,15
2,,5,546,346,463.62,86.0,4,6
2,,19,548,346,4.59,1.0,1,1
2,,19,548,405,522.09,97.0,8,30
2,,19,549,346,296.17,59.0,3,6
2,,19,549,403,10126.73,4323.0,22,28
2,,19,549,405,25.21,3.0,1,2
2,,26,549,346,588.24,100.0,7,9
2,,26,549,403,24623.53,11131.0,31,69
2,,26,549,405,1035.63,113.0,11,19
2,,26,549,1203,186.48,72.0,3,6
2,,25,550,346,55.3,12.0,2,2
2,,25,550,1203,11.7,6.0,2,2
2,,29,550,346,46.51,10.0,3,3
2,,29,550,405,131.22,54.0,2,2
2,,29,550,1203,549.9,282.0,25,31
2,,26,551,346,289.5,58.0,4,7
2,,26,551,403,112.5,50.0,1,2
2,,32,551,346,55.08,12.0,2,3
2,,26,552,405,7.05,3.0,1,1
2,,26,552,1203,11.7,6.0,1,1
2,,32,552,346,101.22,19.0,4,6
2,,32,552,405,65.2,15.0,3,4
2,,32,552,1203,81.9,42.0,3,6
2,1.0,26,553,346,2148.26,359.0,22,33
2,1.0,26,553,403,49890.05,12151.0,52,97
2,1.0,26,553,405,844.83,63.0,8,12
2,1.0,26,553,975,26.4,6.0,1,1
2,1.0,26,553,1203,14812.99,4040.0,136,457
2,1.0,26,553,2971,802.8,36.0,1,2
2,1.0,26,553,2993,577.38,68.0,9,11
2,1.0,26,553,3209,1809.27,1183.0,31,39
2,1.0,26,553,3248,2285.39,1059.0,24,37
2,1.0,26,553,3314,860.58,828.0,17,24
2,1.0,26,553,3330,2427.33,1079.0,21,26
2,1.0,26,553,3356,3694.79,273.0,16,21
2,1.0,26,553,3461,2553.56,1150.0,19,19
2,,30,553,346,122.96,20.0,3,3
2,1.0,32,553,346,5947.48,1020.0,27,77
2,1.0,32,553,403,42773.04,13967.0,56,114
2,1.0,32,553,405,4089.84,489.0,42,82
2,1.0,32,553,975,62.1,18.0,1,1
2,1.0,32,553,1203,28690.18,10085.0,129,864
2,1.0,32,553,3209,46.44,20.0,2,2
2,,32,553,346,8925.03,1703.0,46,222
2,,32,553,403,54443.44,24010.0,90,266
2,,32,553,405,585.32,27.0,31,48
2,,32,553,975,17.1,6.0,1,1
2,,32,553,1203,6269.15,2435.0,126,355
2,1.0,37,553,346,651.91,103.0,10,15
2,1.0,37,553,403,2671.12,662.0,9,12
2,1.0,37,553,405,13.32,3.0,1,1
2,1.0,37,553,1203,1932.58,564.0,54,81
2,1.0,37,553,3209,136.2,90.0,3,3
2,1.0,37,553,3248,281.22,90.0,2,2
2,,40,553,1203,46.62,18.0,4,4
2,1.0,52,553,19,108.24,12.0,1,1
2,1.0,52,553,346,5936.86,1563.0,40,92
2,1.0,52,553,403,32237.27,7733.0,50,87
2,1.0,52,553,405,1359.76,99.0,14,30
2,1.0,52,553,975,743.52,144.0,2,14
2,1.0,52,553,1203,15937.67,3919.0,109,361
2,1.0,52,553,2971,432.3,12.0,1,2
2,1.0,52,553,2993,1065.26,123.0,6,16
2,1.0,52,553,3209,2076.53,1164.0,34,58
2,1.0,52,553,3248,2636.58,1323.0,23,48
2,1.0,52,553,3314,3924.51,4212.0,30,65
2,1.0,52,553,3330,5513.45,1784.0,21,36
2,1.0,52,553,3356,3436.72,230.0,17,22
2,1.0,52,553,3461,20739.13,9307.0,84,224
2,1.0,52,553,3486,2093.2,310.0,15,18
2,1.0,52,553,3549,515.04,87.0,2,2
2,1.0,52,553,3570,2900.43,889.0,20,44
2,1.0,52,553,3571,1864.76,616.0,22,27
2,1.0,52,553,3743,360.48,12.0,1,1
2,,52,553,403,0.0,0.0,1,1
2,1.0,5,554,346,1017.06,177.0,13,28
2,1.0,5,554,403,25720.08,9965.0,31,58
2,1.0,5,554,405,2716.45,371.0,40,86
2,1.0,5,554,975,411.18,120.0,7,9
2,1.0,5,554,1203,7137.79,2691.0,103,229
2,,5,554,346,15.38,2.0,1,1
2,,5,554,403,7158.0,3350.0,24,28
2,,5,554,405,340.12,48.0,5,8
2,,5,554,1203,1082.62,418.0,28,31
2,,11,554,346,4015.74,699.0,36,129
2,,11,554,405,144.92,20.0,2,6
2,,11,554,1203,1138.68,582.0,27,88
2,,19,554,346,1373.85,230.0,17,66
2,,19,554,403,17811.7,7739.0,55,108
2,,19,554,405,29.76,4.0,1,1
2,,19,554,975,269.52,108.0,3,4
2,,19,554,1203,38.52,18.0,2,2
2,,30,554,403,17.88,6.0,6,6
2,1.0,32,554,346,1107.55,170.0,9,19
2,1.0,32,554,403,10332.78,2732.0,24,39
2,1.0,32,554,405,90.58,11.0,3,7
2,1.0,32,554,975,81.54,18.0,2,3
2,1.0,32,554,1203,1690.96,570.0,47,88
2,1.0,32,554,2971,597.26,17.0,3,3
2,1.0,32,554,3209,102.55,49.0,4,4
2,,32,554,346,1665.3,278.0,22,55
2,,32,554,403,28570.36,12556.0,48,94
2,,32,554,405,1611.65,181.0,67,103
2,,32,554,975,447.24,168.0,9,13
2,,32,554,1203,1551.55,599.0,61,87
2,1.0,37,554,346,120.27,13.0,3,3
2,1.0,37,554,1203,176.64,48.0,1,1
2,1.0,37,554,3209,25.3,10.0,2,2
2,,40,554,403,127.5,50.0,1,1
2,1.0,52,554,346,383.83,48.0,6,8
2,1.0,52,554,403,858.0,200.0,3,3
2,1.0,52,554,1203,357.6,105.0,2,4
2,1.0,52,554,3209,157.89,65.0,4,4
2,,30,555,346,10716.6,2096.0,22,68
2,,2,558,346,2731.86,545.0,8,34
2,,2,558,403,199.19,81.0,3,3
2,,2,558,405,32.0,7.0,3,3
2,,2,558,975,74.1,30.0,3,5
2,,25,558,346,76.94,16.0,2,2
2,,31,558,346,17592.77,3606.0,21,127
2,,31,558,403,815.25,375.0,5,8
2,,5,559,346,2317.47,401.0,24,71
2,,5,559,403,1030.66,434.0,6,9
2,,5,559,405,4341.1,906.0,10,43
2,,30,559,346,382.59,74.0,4,6
2,,30,559,405,524.73,50.0,9,13
2,,30,559,1203,41.44,16.0,1,1
2,,35,559,346,1682.54,332.0,20,51
2,,35,559,403,4674.55,1772.0,17,29
2,,35,559,405,7158.65,729.0,34,111
2,,35,559,975,14.7,6.0,1,1
2,,35,559,1203,124.32,48.0,3,3
2,,37,559,346,374.66,74.0,6,11
2,,37,559,403,986.25,425.0,6,9
2,,37,559,405,2595.57,359.0,12,28
2,,37,559,1203,98.42,38.0,4,4
2,,11,560,346,832.13,134.0,10,24
2,,11,560,405,8.52,1.0,1,1
2,,11,560,1203,713.7,366.0,22,33
2,,11,562,405,283.92,27.0,2,2
2,,11,562,1203,62.16,24.0,3,3
2,,19,564,405,322.86,44.0,8,8
2,,25,564,405,479.96,49.0,8,14
2,,26,564,405,33.2,4.0,6,6
2,,30,564,405,6.68,2.0,1,1
2,,31,564,405,124.74,14.0,6,7
2,,31,564,1203,31.08,12.0,1,1
2,,5,565,346,929.99,148.0,19,51
2,,5,565,405,459.58,59.0,2,16
2,,5,566,403,14234.2,5810.0,6,8
2,,5,566,405,1683.56,344.0,53,81
2,,19,566,346,45.5,10.0,1,3
2,,19,566,403,1138.75,525.0,9,10
2,,19,566,405,378.54,53.0,5,7
2,1.0,26,566,19,353.88,36.0,2,2
2,1.0,26,566,346,1984.38,606.0,18,32
2,1.0,26,566,403,220488.38,54811.0,78,240
2,1.0,26,566,405,15523.57,1554.0,107,275
2,1.0,26,566,975,56.64,12.0,2,2
2,1.0,26,566,1203,2494.32,1128.0,2,3
2,1.0,26,566,2971,22990.46,683.0,25,55
2,1.0,26,566,2993,15955.69,1895.0,46,78
2,1.0,26,566,3209,7032.58,3722.0,34,65
2,1.0,26,566,3248,2695.85,1170.0,32,52
2,1.0,26,566,3314,10263.75,10549.0,61,144
2,1.0,26,566,3330,25.92,18.0,1,1
2,1.0,26,566,3356,11630.43,837.0,21,30
2,1.0,26,566,3461,8941.17,4345.0,35,54
2,1.0,26,566,3486,581.35,78.0,7,8
2,1.0,26,566,3570,10499.03,3124.0,21,42
2,1.0,26,566,3571,1208.24,455.0,12,14
2,1.0,26,566,3592,722.76,140.0,3,3
2,1.0,26,566,3642,72.0,12.0,1,1
2,1.0,26,566,3743,450.6,15.0,2,2
2,,26,566,346,751.9,113.0,14,31
2,,26,566,403,9873.15,4478.0,38,58
2,,26,566,405,2664.32,278.0,26,56
2,,26,566,975,147.0,60.0,6,6
2,,26,566,1203,520.06,202.0,7,13
2,,30,566,346,705.75,117.0,13,25
2,,30,566,405,0.0,0.0,1,1
2,,30,566,1203,23.4,12.0,1,2
2,1.0,46,566,346,881.55,120.0,6,16
2,1.0,46,566,403,12397.34,3354.0,18,22
2,1.0,46,566,405,11970.83,1405.0,114,341
2,1.0,46,566,1203,141.53,49.0,14,14
2,1.0,46,566,2971,9438.29,263.0,7,10
2,,46,566,405,0.0,0.0,53,70
2,,32,567,346,1249.3,226.0,9,21
2,,32,567,403,1128.0,500.0,7,11
2,,32,567,405,0.0,0.0,22,23
2,,32,567,975,202.5,90.0,3,8
2,,32,567,1203,67.08,30.0,5,5
2,1.0,5,568,346,13020.95,2445.0,15,95
2,1.0,5,568,403,2057.71,595.0,13,19
2,1.0,5,568,405,16833.0,1010.0,46,215
2,1.0,5,568,975,7514.52,2106.0,21,145
2,1.0,5,568,1203,988.58,370.0,10,22
2,1.0,5,568,2971,618.25,18.0,1,1
2,1.0,5,568,2993,798.49,42.0,2,8
2,,5,568,346,1028.95,217.0,8,16
2,,5,568,403,386.25,175.0,2,3
2,,5,568,405,1803.93,92.0,25,51
2,,5,568,975,2746.62,1146.0,23,62
2,,5,568,1203,160.58,62.0,3,3
2,1.0,30,568,403,11.9,2.0,1,1
2,1.0,30,568,405,29.76,3.0,1,1
2,1.0,30,568,975,377.52,84.0,6,10
2,,30,568,346,3926.37,807.0,16,50
2,,30,568,403,178.0,80.0,3,3
2,,30,568,405,8373.62,563.0,40,168
2,,30,568,975,6586.2,2484.0,21,120
2,,30,568,1203,1629.11,629.0,4,14
2,1.0,37,568,346,380.02,91.0,3,6
2,1.0,37,568,405,206.3,27.0,4,5
2,1.0,37,568,975,2150.4,480.0,7,34
2,1.0,37,568,1203,864.11,347.0,6,7
2,1.0,37,568,2971,1843.02,34.0,1,2
2,1.0,37,568,2993,118.54,2.0,1,2
2,1.0,37,568,3209,667.44,291.0,9,10
2,1.0,52,568,19,1086.25,111.0,12,18
2,1.0,52,568,346,6222.68,1360.0,27,74
2,1.0,52,568,403,14928.73,3371.0,10,25
2,1.0,52,568,405,7799.58,704.0,34,135
2,1.0,52,568,975,9255.78,1797.0,17,114
2,1.0,52,568,1203,1693.8,460.0,22,56
2,1.0,52,568,2971,26038.16,695.0,10,31
2,1.0,52,568,2993,19245.98,1935.0,19,97
2,1.0,52,568,3209,30860.39,13635.0,69,337
2,1.0,52,568,3248,11066.28,3804.0,43,125
2,1.0,52,568,3314,7337.13,7037.0,40,114
2,1.0,52,568,3330,1028.08,440.0,12,15
2,1.0,52,568,3356,8760.24,501.0,13,24
2,1.0,52,568,3446,83.94,6.0,1,1
2,1.0,52,568,3461,16210.67,6790.0,49,172
2,1.0,52,568,3468,32.79,3.0,1,1
2,1.0,52,568,3486,2522.55,454.0,8,13
2,1.0,52,568,3549,10623.27,1365.0,11,30
2,1.0,52,568,3570,10545.27,1867.0,38,95
2,1.0,52,568,3571,13430.29,3035.0,34,89
2,1.0,52,568,3592,825.53,169.0,4,6
2,1.0,52,568,3642,175.96,28.0,5,5
2,1.0,52,568,3743,901.2,30.0,4,5
2,,5,569,346,4104.35,835.0,13,71
2,,5,569,405,149.9,18.0,3,5
2,,25,569,346,3229.09,621.0,13,45
2,,25,569,405,314.22,36.0,3,7
2,,19,570,405,96.95,13.0,3,4
2,,25,570,405,336.4,42.0,3,3
2,,5,571,346,84.66,18.0,5,6
2,,30,571,346,2584.14,431.0,22,92
2,,30,572,346,1753.75,294.0,19,40
2,,30,572,403,418.47,111.0,3,3
2,,30,572,1203,128.7,66.0,6,6
2,,32,572,346,1565.64,286.0,16,41
2,,32,572,403,20425.33,8676.0,39,92
2,,32,572,405,207.2,32.0,9,10
2,,32,572,1203,64.08,24.0,3,3
2,,31,573,346,497.07,104.0,2,3
